16134719,5,감기,차라리 연가시 정도 되어야 더 실감나는거 같다. ,2000****,19.09.10
16134718,1,시티 워: 익스트림 킬러,오류가 있네. 장르가 액션이라고? 코미디로 바꿔라. ,saha****,19.09.10
16134717,10,그것: 두 번째 이야기,기대하고 본 만큼 재밌었어용 ㅎ ,lyyj****,19.09.10
16134716,9,그것: 두 번째 이야기,무서웠어요~ 잘 보고왔습니다~~ ,dzl1****,19.09.10
16134715,8,그것: 두 번째 이야기,정말 깜짝깜짝 놀라면서 봤어요 ,tukx****,19.09.10
16134714,8,그것: 두 번째 이야기,공포영화가 이래야쥐~~ㅋㅋㅋ ,nows****,19.09.10
16134713,9,그것: 두 번째 이야기,다시는 혼자 공포영화 보러가지 않을테야 ,fasa****,19.09.10
16134712,7,그것: 두 번째 이야기,"다양한 이야기를 담아낸 영화, 바꿔 말하자면 공포물인지 성장물인지... ",shab****,19.09.10
16134711,2,변신,배우때문에 기대하고 갔는데 딱 거기까지였던 영화 저런장면이 왜 나오나 싶은 것들이 많았으며 둘째는 도대체 무슨 역할로 출연시킨건지.. 배우가 열심히 인공호흡 했음에도 별로였던 ,mi03****,19.09.10
16134710,8,그것: 두 번째 이야기,실눈뜨고 보게하네여ㅠㅠ 흐엉 ,fb3s****,19.09.10
16134709,2,프로디지,만들다만 쓰레기. 흥미는 있지만 감미는 없다. ,arrc****,19.09.10
16134708,10,브링 더 소울 : 더 무비,방탄은 그냥 두말하면 입이 아픔; ,rlaa****,19.09.10
16134707,8,변신,신부란 놈은 같이 자고 붙어다니자고 한게 언제인데 현주 혼자 내려보내냐ㅋㅋ그 하루를 같이 못붙어있어서 다들 따로 노내 ,njs0****,19.09.10
16134706,2,변신,나알바아니다 폐가 같은거 사놓고 마누라 좋댄다 성동일 20년간똑같은연기에 두번 웃고 둘째딸 죽이듯이 죽일꺼면 변신은 머하러 했나? 그 OOO 창고에 여자애 혼자 보내고그년은 낮에 시킨거 밤에 쳐 가지러가고하튼 감독이 엑소시스트 급하게보고 발로만든 영화 ,solo****,19.09.10
16134705,4,마이펫의 이중생활2,"부모님이랑 꿀잠 잤습니다,. ",gydu****,19.09.10
16134704,1,뺑반,"어이가 없다...,.,. ",k200****,19.09.10
16134703,8,엑시트,"적당히 킬링타임용으로 좋은 영화입니다,. ",gydu****,19.09.10
16134701,2,그것: 두 번째 이야기,이거볼빠에 애나벨본다 ,love****,19.09.10
16134700,8,그것: 두 번째 이야기,아역배우 성인배우가 잘 어울러진거같아여 ,rija****,19.09.10
16134698,2,유열의 음악앨범,억지스럽게 끼워 맞춘 우연의 반복 ,solv****,19.09.10
16134697,10,로건,원래는 봤던 영화 그렇게 자주 찾아보는편은 아닌데 ㅜㅜ 이건 진짜 명작이라 매년 한두번씩 다시 보게되네요 ,choi****,19.09.10
16134696,10,엑시트,재밌게 봤습니다. 재난영화인데 많이 무겁지도 않고 조정석님 연기 정말 좋아요~~ ,hakk****,19.09.10
16134695,7,안개 마을,이문열의 그 많은 작품 중에서 가장 흥미진진했던 단편.폐쇄적인 산골 부락의 성욕컨트롤. 신통하네.. ,pont****,19.09.10
16134694,3,엑스맨: 다크 피닉스,"반가운 얼굴들이 나와서 좋았는데... 내용 한줄로 요약하면 ""나 완전히 새됐어"" ㅠㅠ <- 스포 포함 ㅋㅋㅋ ",feel****,19.09.10
16134693,8,변신,딸 갑자기 사라짐 끝 마무리가 너무 급하게 된 느낌 ,jong****,19.09.10
16134692,8,엑스맨: 아포칼립스,다크피닉스에 비하면 진짜 무난하고 ㄱㅊ은 작품이었네...매그니토 보면 안타깝다. ,choi****,19.09.10
